Respondent,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,WebFrameWorkedWith,MiscTechWorkedWith
23125,HTML/CSS;JavaScript;TypeScript,,Docker,Angular/Angular.js;Express;React.js;Vue.js,
23151,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;PHP,Firebase;MySQL;Oracle;PostgreSQL;SQLite,Android;Arduino;Linux;Slack;Windows,,Apache Spark;Node.js;Pandas
23158,C;C++,,,,
23170,C;C++;C#;HTML/CSS;Java;JavaScript;SQL;VBA,Microsoft SQL Server;MySQL,Google Cloud Platform;Windows;WordPress,ASP.NET;jQuery,.NET;.NET Core
23179,HTML/CSS;JavaScript;PHP;SQL,MySQL,WordPress,Angular/Angular.js;jQuery;React.js,Node.js
23193,C;C++;HTML/CSS;Java,Firebase;Oracle;SQLite,Android;AWS;Windows,ASP.NET;Django,
23195,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,AWS;Heroku;Linux;MacOS;WordPress,Angular/Angular.js;Django;Express;jQuery;Laravel;React.js;Ruby on Rails,Node.js;Puppet
23208,C;C++,,,,
23210,C#;HTML/CSS;SQL,Cassandra;Other(s):,Windows,ASP.NET;jQuery,.NET
23218,C;JavaScript;SQL;Other(s):,MongoDB;MySQL;Redis,AWS;Linux,Express;React.js;Other(s):,Node.js
23227,Bash/Shell/PowerShell;C;C++;Java;Python;Scala,DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,AWS;Docker;Linux,Flask;Spring,Apache Spark;Pandas
23230,PHP,MySQL,Linux,jQuery,
23251,C;C++;Java,Firebase;MySQL,Android,,
23270,Java;JavaScript,Firebase;MySQL;Redis;SQLite,Android;Google Cloud Platform,React.js,React Native
23275,C;C++;C#;Dart;HTML/CSS;Java;JavaScript;PHP;SQL;VBA,MongoDB;MySQL;Oracle;SQLite,Android;iOS;MacOS;Windows,,.NET;.NET Core;Node.js;Unity 3D
23291,C;HTML/CSS;JavaScript;Python;SQL,Firebase;Microsoft SQL Server;MySQL;Oracle,Google Cloud Platform;Linux;MacOS;Windows,,Pandas
23297,HTML/CSS;Java;JavaScript;PHP;SQL,MySQL;SQLite,Android;AWS;Linux,jQuery,
23319,Java;Python,MySQL;Oracle;PostgreSQL,Docker;Google Cloud Platform;Kubernetes;Microsoft Azure;Slack;Windows,Angular/Angular.js;Flask;jQuery;Spring,TensorFlow
23324,Java,MySQL;SQLite,Android,,
23355,C#;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server,Linux;Windows,Angular/Angular.js;ASP.NET;jQuery,.NET;.NET Core;Node.js
23374,C;C++;Java;Python,MySQL;Oracle,AWS;Linux;Windows,,
23376,HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Cassandra;DynamoDB;Elasticsearch;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Redis,AWS;Docker;Linux;Windows;WordPress,Angular/Angular.js;Express;jQuery;Laravel;Vue.js,Node.js
23404,Java;PHP,Firebase;MySQL;SQLite,Android,ASP.NET;jQuery,.NET;Node.js
23413,HTML/CSS;JavaScript,Firebase;MongoDB,AWS;Docker;Google Cloud Platform;Heroku;Linux;MacOS,Angular/Angular.js;Express,Node.js
23421,C;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,,jQuery;React.js;Vue.js,.NET
23425,C;HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Arduino;AWS;Linux;Windows;WordPress,Angular/Angular.js;jQuery;Spring,Apache Spark;Node.js;Unreal Engine
23426,HTML/CSS;Java;JavaScript;Python;SQL,MongoDB;MySQL;SQLite,WordPress,Express;Flask;jQuery;React.js,Node.js
23432,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;SQL,MongoDB;MySQL,Heroku,Express;jQuery;Laravel,Node.js
23445,Java,Firebase;MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Windows,,
23450,HTML/CSS;Java;JavaScript;SQL,Elasticsearch;Firebase;MongoDB;Microsoft SQL Server;MySQL,Android;Slack;Windows,Express,Cordova;Node.js
23474,JavaScript;PHP;SQL;TypeScript,DynamoDB;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite;Other(s):,AWS;Docker;Google Cloud Platform;Heroku;Linux;Slack;Windows;WordPress,Drupal;Express;Laravel;React.js,Cordova;Node.js
23481,C;C++;C#;HTML/CSS;Java;Python,Firebase;Microsoft SQL Server;MySQL;SQLite,Android;Google Cloud Platform;Linux;MacOS;Windows;WordPress,,
23485,C++;HTML/CSS;Java;JavaScript;Objective-C;SQL;Swift,Firebase;MySQL;SQLite,Android;Google Cloud Platform;iOS;MacOS;Slack;Windows,,
23502,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL,MySQL;Oracle,Linux;Windows,,
23509,C;HTML/CSS;Java;SQL,MySQL;PostgreSQL,Windows,,
23513,HTML/CSS;JavaScript;SQL,MySQL;SQLite,Windows,Angular/Angular.js,Node.js
23535,HTML/CSS;JavaScript;Scala;TypeScript,MongoDB;PostgreSQL;Other(s):,Android;AWS;Windows;WordPress,Angular/Angular.js;Django;jQuery;React.js;Other(s):,Cordova;Node.js
23537,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA,MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Google Cloud Platform;Heroku;IBM Cloud or Watson;Linux;MacOS;Slack;Windows;WordPress,Angular/Angular.js;ASP.NET;Django;Drupal;Express;Flask;jQuery;Laravel;React.js,Cordova;.NET;Node.js;Unity 3D;Xamarin
23538,Java;JavaScript;SQL,Cassandra;MySQL;Oracle,Linux;Windows,Angular/Angular.js;Spring,Apache Spark
23558,HTML/CSS;PHP;Swift,MySQL,iOS,jQuery,React Native
23569,HTML/CSS;JavaScript;Python;TypeScript,MongoDB;PostgreSQL,Android;AWS;Google Cloud Platform;iOS;Linux;MacOS,Angular/Angular.js;Django;Express,Cordova;Node.js;Other(s):
23571,HTML/CSS;JavaScript;Python;R,MongoDB,Linux;Slack;Windows,Angular/Angular.js;Flask;jQuery,Pandas
23574,Java;PHP;Python;R;SQL,DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,Android;AWS;Google Cloud Platform,Django,Apache Spark;Hadoop;Node.js;Pandas;TensorFlow;Torch/PyTorch
23603,,MySQL;Oracle,Windows,,.NET
23613,HTML/CSS;JavaScript;PHP;SQL,Cassandra;Firebase;MySQL,AWS;Linux,jQuery,
23625,Bash/Shell/PowerShell;C++;HTML/CSS;Other(s):,Microsoft SQL Server,Windows,,.NET Core
23661,HTML/CSS;JavaScript;PHP;SQL,Elasticsearch;MariaDB;MySQL,AWS;Linux;MacOS;Slack;WordPress,jQuery,
23665,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,MariaDB;MongoDB;MySQL,AWS;Docker;Linux;Windows,jQuery;Spring,
23670,Assembly;C;C++;HTML/CSS;Java;Objective-C;Python;SQL,MySQL;Oracle;PostgreSQL;SQLite,Docker;Google Cloud Platform;Linux;Slack;Windows;WordPress,Django;jQuery;React.js,Node.js;Pandas
23673,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL,Arduino;Windows,jQuery;Laravel;React.js;Vue.js,Node.js
23683,Go;Ruby,Elasticsearch;MariaDB;PostgreSQL;Redis,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,Django;jQuery;Ruby on Rails;Vue.js,Flutter
23686,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,MongoDB;MySQL;PostgreSQL,AWS;Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure;Slack;Windows;WordPress,Django;jQuery,
23703,,,,,
23711,HTML/CSS;Java;JavaScript;SQL,MySQL;Oracle;PostgreSQL,,Angular/Angular.js;jQuery;Spring,
23722,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;Swift,Oracle;SQLite,Android;iOS;Linux;MacOS;Windows,,React Native
23723,HTML/CSS;JavaScript;Python;SQL;TypeScript,DynamoDB;MySQL;Redis;SQLite,AWS;Linux;MacOS;Raspberry Pi;Slack;Windows;WordPress,Angular/Angular.js;Django;jQuery;React.js,
23726,Assembly;C;C++;C#;HTML/CSS;Java;Objective-C,Oracle;SQLite,Android;Google Cloud Platform;Windows,,
23729,HTML/CSS;JavaScript;Ruby,MySQL,,,
23746,Bash/Shell/PowerShell;Java;Python;Scala,MongoDB;MySQL;PostgreSQL;Redis,AWS;IBM Cloud or Watson;Linux;MacOS;Slack,Flask;Spring,Apache Spark;Pandas
23752,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Oracle,Android;Windows,Angular/Angular.js;ASP.NET;jQuery,.NET
23769,JavaScript,,,React.js,
23776,HTML/CSS;JavaScript;PHP;TypeScript,MariaDB;MySQL;PostgreSQL,Linux;Windows,Angular/Angular.js;Vue.js,Node.js;Unity 3D
23779,HTML/CSS;JavaScript,DynamoDB;MongoDB,AWS,Angular/Angular.js;Express;React.js;Vue.js,Node.js;React Native
23809,HTML/CSS;JavaScript;PHP,MariaDB;MySQL,AWS;Linux,Other(s):,
23815,Bash/Shell/PowerShell;C;C++;Python,MySQL,WordPress,,Pandas;TensorFlow
23843,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,Elasticsearch;MongoDB;MySQL;Redis,,Flask;Other(s):,
23858,C;Python;R;SQL,Elasticsearch;MySQL,Google Cloud Platform;Linux;Slack;Windows,,Pandas
23870,Java;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL,IBM Cloud or Watson,Angular/Angular.js;Express;jQuery;Spring,Node.js
23886,C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,DynamoDB;Firebase;MySQL;SQLite,Android,Flask,Flutter;Node.js;Unity 3D
23890,C;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,AWS;Docker;Linux;MacOS;Slack;Windows,Angular/Angular.js;jQuery;Spring,
23894,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA,Firebase;Microsoft SQL Server;PostgreSQL;SQLite,AWS;Windows,Angular/Angular.js;Express,.NET;Node.js;Xamarin
23902,Bash/Shell/PowerShell;C;C++;Python,,Linux;Raspberry Pi,,
23912,HTML/CSS;JavaScript;PHP;SQL,,,,
23913,C++;C#;Swift,SQLite,iOS,Angular/Angular.js,Unity 3D
23917,Bash/Shell/PowerShell;Go;HTML/CSS;Java;SQL,Firebase;MongoDB;MySQL;SQLite;Other(s):,Android;Arduino;AWS;Linux;Raspberry Pi;Windows,,Apache Spark
23922,C;C++;PHP;SQL,MySQL,,,
23924,PHP,MySQL,,jQuery,
23935,Assembly;C;C#;HTML/CSS;Java;JavaScript;PHP;Python;R;Ruby,MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Arduino;AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;iOS;Kubernetes;Linux;Raspberry Pi;Slack;Windows;WordPress,Angular/Angular.js;ASP.NET;Django;Flask;jQuery;React.js,Ansible;Apache Spark;Pandas;React Native;TensorFlow;Torch/PyTorch;Unity 3D;Unreal Engine;Xamarin
23948,Assembly;C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,MySQL,Android,Angular/Angular.js;ASP.NET,
23952,HTML/CSS;JavaScript;TypeScript,MongoDB;Redis,Android;Docker;Kubernetes;Linux;Windows,Angular/Angular.js;Express;React.js,Flutter;Node.js
23954,C;HTML/CSS,MySQL,Windows,,
23961,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MongoDB;MySQL,Windows,Angular/Angular.js;ASP.NET;Express;jQuery;React.js,.NET;.NET Core;Node.js
23984,C;C++;Objective-C,MariaDB;MySQL,Linux,jQuery;Laravel,Node.js
23997,Python;Rust;Scala,Elasticsearch;MariaDB;PostgreSQL;SQLite,AWS;Docker;Linux,Django;Vue.js,
23999,C;C++;Java;Python,SQLite,Android,,
24021,C;C++;C#;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MySQL;Oracle,Android;Slack,Angular/Angular.js;ASP.NET;jQuery,.NET
24042,HTML/CSS;Java;JavaScript;SQL;Swift,MySQL;Oracle;SQLite,Android;Google Cloud Platform;iOS,Angular/Angular.js;jQuery,Cordova;.NET
24068,C;C++;HTML/CSS;Java;JavaScript;Python,MongoDB;MySQL;Oracle,Android;AWS;Google Cloud Platform;Raspberry Pi,Express;jQuery,Node.js
24076,Java;JavaScript;Objective-C;PHP;SQL,Firebase;MySQL;SQLite,Android,jQuery;React.js,Cordova;Flutter;React Native
24083,HTML/CSS;Java;JavaScript;SQL;TypeScript,MySQL;Oracle;PostgreSQL,,Angular/Angular.js;jQuery;Spring,Hadoop
24093,Assembly;C;HTML/CSS;Java;JavaScript;PHP;SQL;Other(s):,Microsoft SQL Server;MySQL;SQLite,Android;AWS;Google Cloud Platform;IBM Cloud or Watson;Linux;Microsoft Azure;Windows;WordPress,Angular/Angular.js,Apache Spark;Cordova
24095,HTML/CSS;Java;SQL,MongoDB;MySQL,Docker;Microsoft Azure,Angular/Angular.js;Spring,
24096,C;HTML/CSS;Java;JavaScript;PHP;SQL,MySQL;Oracle,AWS;Docker;Kubernetes;Linux;Windows;WordPress,jQuery;Spring,Node.js;React Native
24109,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Ruby,Elasticsearch;PostgreSQL;Redis;SQLite,Docker,Angular/Angular.js;Django;Flask;Ruby on Rails,
24128,Assembly;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Firebase;MariaDB;MongoDB;MySQL;Oracle;SQLite,Android;AWS;Heroku;Linux;Windows,Angular/Angular.js;Django;Flask;jQuery,Pandas;TensorFlow
24133,C++;Erlang;Java;Kotlin;SQL,Couchbase;Firebase;SQLite,Android;Linux;MacOS;Windows,Spring,
24137,C++;C#;Java,SQLite,Android;WordPress,,
24148,C++;HTML/CSS;Java;JavaScript;PHP;Python;Swift;TypeScript,MySQL;PostgreSQL,Android;Arduino;iOS;Linux;MacOS;Raspberry Pi;Windows;WordPress,Angular/Angular.js;jQuery,Cordova;Node.js
24151,Dart;Elixir;Go;Java;Python;Rust,Other(s):,Android;Google Cloud Platform;Linux;Windows,Angular/Angular.js;Flask,Ansible;Flutter;Hadoop;TensorFlow
24155,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;Swift,MongoDB;MySQL;SQLite,Android;Arduino;AWS;IBM Cloud or Watson;Linux;Windows;WordPress,Django;Flask;jQuery,Flutter;Pandas;TensorFlow;Torch/PyTorch;Unity 3D
24164,HTML/CSS;JavaScript;Ruby;SQL,MySQL;SQLite,AWS;Docker;Linux;Slack,jQuery;React.js;Ruby on Rails,
24199,C#;SQL;Other(s):,Microsoft SQL Server,Windows,ASP.NET,.NET
24203,HTML/CSS;Java;JavaScript;SQL;Swift,PostgreSQL,,jQuery,
24219,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript,DynamoDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Arduino;AWS;Docker;Heroku;MacOS;Microsoft Azure;Raspberry Pi;Windows,Express;React.js,.NET;.NET Core;Node.js
24222,C;Java;JavaScript;SQL;VBA,MongoDB;MySQL;Oracle;Redis;SQLite,AWS;Docker;Windows,Spring,
24230,Assembly;Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL,Android;Arduino;AWS;Linux;MacOS;Slack;Windows,Angular/Angular.js;ASP.NET;Django;jQuery;Vue.js,.NET;.NET Core;Node.js
24233,Bash/Shell/PowerShell;Python;Scala;SQL,Elasticsearch;MongoDB,AWS;Google Cloud Platform,,Apache Spark;Hadoop;Pandas
24235,C;C++;C#;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MySQL,Windows,Angular/Angular.js;ASP.NET;React.js,.NET;Node.js
24247,Bash/Shell/PowerShell;Python;Ruby,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,AWS;Docker;Linux;Windows,Django;Flask;React.js,.NET;Node.js;Pandas
24259,HTML/CSS;Java;JavaScript;SQL,MariaDB,Docker;Kubernetes;Linux,React.js,Node.js
24269,HTML/CSS;JavaScript;Other(s):,MySQL,,Angular/Angular.js;jQuery;Laravel,
24275,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Arduino;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;WordPress,Drupal;Express;jQuery;React.js,Node.js;React Native
24281,JavaScript;Python;SQL;TypeScript,MongoDB;MySQL;PostgreSQL,AWS;Linux;Raspberry Pi,Django;Express;React.js,Node.js
24313,HTML/CSS;Java;JavaScript,Oracle,,jQuery;Spring,
24336,C;Java;Python;R,MySQL;Oracle,AWS;Docker;Kubernetes;Linux;Slack;Windows,ASP.NET;Django;Spring,Pandas;TensorFlow
24338,Bash/Shell/PowerShell;C,,,,
24349,Bash/Shell/PowerShell;C;C++,,Windows,,
24380,Assembly;Dart;HTML/CSS;Java;JavaScript;PHP;Python,Firebase;MySQL;SQLite,Android;Slack;Windows,Express;jQuery,Node.js
24389,Java;Python;Scala,Other(s):,Other(s):,,Apache Spark;Hadoop;Pandas
24412,HTML/CSS;Java;JavaScript;Other(s):,Firebase;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Android;Google Cloud Platform;Linux;MacOS;Windows,Angular/Angular.js;jQuery;Spring,Cordova;Node.js
24413,HTML/CSS;JavaScript;TypeScript,Firebase;MongoDB;MySQL,,Angular/Angular.js;Express;Laravel,Cordova;Node.js
24430,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby,MongoDB,IBM Cloud or Watson,,
24435,C;C#;HTML/CSS;JavaScript,Microsoft SQL Server;MySQL,,Angular/Angular.js;ASP.NET,Hadoop;.NET;.NET Core;Pandas
24445,C;C++;Java,,,,
24451,C++,,Windows,,
24459,C++;Java;Python,,Android;Windows,,TensorFlow
24465,Java;JavaScript;SQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Linux;Windows,Spring,
24482,Bash/Shell/PowerShell;Java;JavaScript;SQL,Oracle,,jQuery;Spring,
24487,C#;HTML/CSS;JavaScript;Objective-C;Python;R;SQL;TypeScript,Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;Oracle,AWS;Docker;Microsoft Azure;Slack,Angular/Angular.js;ASP.NET;jQuery;React.js,.NET;.NET Core;Node.js;Pandas
24492,Java;SQL,MySQL;Oracle,Linux,Spring,Chef
24503,F#;Python;SQL,MySQL,Docker,Angular/Angular.js;jQuery;React.js,Hadoop;Node.js;Pandas;TensorFlow;Torch/PyTorch
24515,HTML/CSS;JavaScript;Python,Cassandra;Elasticsearch;Redis;SQLite,Linux,Express,Node.js
24522,C#;JavaScript;SQL,Elasticsearch;MongoDB;Microsoft SQL Server,Linux;Microsoft Azure;Windows,ASP.NET;Express;jQuery;Laravel,.NET;.NET Core;Node.js;React Native;Xamarin
24534,C;C++;C#;HTML/CSS;JavaScript;SQL;Other(s):,Microsoft SQL Server,,ASP.NET,.NET
24566,HTML/CSS;Java;JavaScript;Other(s):,MongoDB;MySQL;SQLite,Android,jQuery;Spring,
24583,C;C++;C#,MySQL,,,
24597,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python,MariaDB;MySQL,Android;Linux;MacOS;Raspberry Pi;Slack;Windows;WordPress,,
24625,C,,,Django,
24631,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MySQL,Linux,Angular/Angular.js;Django;jQuery,
24645,C;C++;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Microsoft Azure,ASP.NET;jQuery,.NET
24647,C;C++;HTML/CSS;Java;JavaScript;Python,,Android;Arduino;Linux;Slack;Windows;WordPress,,
24660,C;C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MongoDB;Microsoft SQL Server;MySQL;Redis,Heroku;Linux;Windows;WordPress,Angular/Angular.js;jQuery;Laravel,Node.js
24665,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;Python;SQL,Firebase;MySQL;PostgreSQL;SQLite,Heroku;IBM Cloud or Watson;Linux;Slack;WordPress,Django,TensorFlow
24666,Bash/Shell/PowerShell;C;C++;Java;Objective-C;PHP;SQL;VBA;Other(s):,Microsoft SQL Server;MySQL;Oracle,Android;Microsoft Azure;Windows,ASP.NET,.NET
24692,HTML/CSS;Python;SQL,Microsoft SQL Server;MySQL,AWS;Linux;Windows;WordPress,Angular/Angular.js;Flask,Pandas;TensorFlow;Torch/PyTorch
24705,HTML/CSS;PHP;SQL,MySQL,WordPress,Laravel,Cordova
24707,Java;JavaScript;Kotlin;Swift,MongoDB;Redis,Android;Google Cloud Platform;iOS;Linux;MacOS,Angular/Angular.js;Spring,Flutter;Node.js;React Native
24709,HTML/CSS;Java;JavaScript,MySQL,Android,,.NET;.NET Core
24741,C;C++;C#;HTML/CSS;Java;Python;SQL;Swift,MySQL,Android;Arduino;iOS;Linux;MacOS;Windows,,
24759,C;C++;C#;Dart;HTML/CSS;Java;JavaScript;Python,Firebase,Android,jQuery,Flutter;.NET;Unity 3D
24768,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,MariaDB;MongoDB;MySQL;SQLite,Android;AWS;Microsoft Azure;Windows,,
24770,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Windows,ASP.NET;jQuery,.NET
24793,,,,,
24805,C;HTML/CSS;Objective-C,MySQL,iOS,,
24806,C#;HTML/CSS;Python;SQL;WebAssembly;Other(s):,Microsoft SQL Server;MySQL;SQLite,Android;Microsoft Azure;Windows,Angular/Angular.js;ASP.NET,.NET;.NET Core;Xamarin
24824,C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,Firebase;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Arduino,Angular/Angular.js;ASP.NET;jQuery;Laravel;React.js,.NET;.NET Core;Node.js;React Native
24832,C;C#;Java;Objective-C;Swift,Firebase;MongoDB;SQLite,Android;iOS;Linux;MacOS;Slack;Windows;WordPress,,Cordova;Hadoop;Unity 3D
24838,HTML/CSS;JavaScript;PHP;Python;SQL;VBA,Firebase;MariaDB;MySQL;PostgreSQL,Android;AWS;Slack;WordPress,jQuery,
24840,C#;HTML/CSS;JavaScript;SQL;TypeScript;Other(s):,Firebase;MongoDB;Microsoft SQL Server;MySQL,AWS;Slack;Windows,Angular/Angular.js;ASP.NET;jQuery;React.js,.NET;.NET Core
24842,Assembly;C;C++;HTML/CSS;Java;JavaScript;SQL,MariaDB,Linux;Windows,Spring,
24850,Java;Python;SQL,MongoDB;Oracle;PostgreSQL,Google Cloud Platform;Linux;MacOS;Slack,Django,
24853,Bash/Shell/PowerShell;Elixir;HTML/CSS;Java;JavaScript;Python;SQL,Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,Android;Arduino;AWS;Linux;Raspberry Pi;Slack,Angular/Angular.js;Django;jQuery,Cordova;Pandas;TensorFlow
24858,HTML/CSS;Java;JavaScript;SQL,PostgreSQL,Linux,Spring,
24874,Assembly;HTML/CSS;Python;SQL,Elasticsearch;MongoDB;PostgreSQL;Redis,AWS;Heroku;Linux,Django;Flask,Ansible
24878,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Firebase;MongoDB;Microsoft SQL Server;MySQL;Redis,Android;Heroku;Linux;Slack;Windows,Angular/Angular.js;Express;Flask;React.js,Cordova;.NET Core;Node.js
24880,Java;JavaScript,Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite,Android;Docker,Angular/Angular.js;Express,
24908,Dart;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;Ruby;Scala;SQL;Swift,Firebase;MySQL;SQLite,Android;Docker;Google Cloud Platform;iOS;Linux;MacOS;Windows,,Flutter;Node.js;React Native;Unity 3D;Xamarin
24922,HTML/CSS;JavaScript;PHP,Microsoft SQL Server;MySQL,Windows,Express;jQuery,Node.js
24949,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL;SQLite,Windows,ASP.NET;jQuery,.NET;.NET Core;Node.js
24950,HTML/CSS;JavaScript;PHP,MySQL,Linux,,
24952,Python;R,,,,
24958,C++;HTML/CSS;JavaScript;PHP;Python,Cassandra;MariaDB;MongoDB;MySQL,Heroku;Linux,Flask;jQuery,Node.js;React Native
24969,Bash/Shell/PowerShell;SQL;Other(s):,Redis;SQLite,Heroku;Linux,Express;Flask;Other(s):,Node.js
25008,HTML/CSS;JavaScript;Scala;TypeScript,Elasticsearch,,Angular/Angular.js;jQuery;Spring,Cordova;Node.js
25028,C;C++;C#;SQL;Swift,MySQL;SQLite,Android;iOS,ASP.NET,.NET
25032,C;C++;Java;Python;SQL,MySQL;Oracle,iOS;MacOS;Windows,Angular/Angular.js,Node.js;Pandas;TensorFlow;Torch/PyTorch
25037,C++;C#;Python;SQL,SQLite,Linux;Windows,,
25046,Assembly;C;C++;HTML/CSS;Java;Python;SQL,MariaDB;MongoDB;MySQL;Oracle,Android;Arduino;Linux;Windows,,
25048,C;C#;HTML/CSS;JavaScript;SQL;Other(s):,Microsoft SQL Server,Windows,Angular/Angular.js;ASP.NET;Express,.NET;Node.js
25054,C;C++;HTML/CSS;JavaScript;PHP;SQL,MySQL;Oracle,Android;Linux;Windows;WordPress,Angular/Angular.js;jQuery;Laravel,Node.js
25061,Dart,SQLite,Android,,Flutter
25062,HTML/CSS;JavaScript;PHP;SQL,MySQL,Windows;WordPress,jQuery;Laravel,
25069,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MongoDB;Microsoft SQL Server;MySQL,AWS;Linux;Windows,Angular/Angular.js;jQuery;Laravel,
25078,HTML/CSS;Java;JavaScript;TypeScript,Couchbase;MongoDB;MySQL;SQLite,Android;AWS;MacOS,Angular/Angular.js;Express,Node.js
25087,Bash/Shell/PowerShell;C;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle,Android;AWS;Linux;Microsoft Azure;Slack;Windows;WordPress,Angular/Angular.js;Express;Flask;jQuery;Spring;Vue.js,Flutter;Hadoop;Node.js;React Native
25102,C;C#;JavaScript,Microsoft SQL Server,Arduino;Raspberry Pi,Angular/Angular.js;ASP.NET;jQuery,.NET
25105,HTML/CSS;JavaScript;TypeScript,Firebase;MySQL,MacOS;Slack,jQuery;React.js,Node.js
25106,HTML/CSS;Java,Firebase;SQLite,Android,,
25111,HTML/CSS;Java;JavaScript,MySQL,Linux;MacOS;Slack,Angular/Angular.js;Express;React.js;Spring,Node.js
25124,C#;HTML/CSS;Java;JavaScript;PHP;SQL,Firebase;MongoDB;Microsoft SQL Server;MySQL;Redis;SQLite,Android;AWS;Google Cloud Platform;iOS;MacOS;Microsoft Azure;Raspberry Pi,Angular/Angular.js;ASP.NET;Laravel,.NET;.NET Core;Node.js;Xamarin
